Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners
Region C,Country 3,9/30/2021,0016R000036J0jB,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jf,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jG,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jk,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jL,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jp,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ju,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jV,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jW,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0jz,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0k0,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0k4,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0k9,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0KC,Active,4-Nov-2021,,12/24/2021 11:23 AM,0
Region C,Country 3,9/30/2021,0016R000036J0kd,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kE,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ki,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kj,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kn,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ks,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kT,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kU,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kx,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0kY,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0l2,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0l3,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0l7,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0l8,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lb,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lC,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lg,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lH,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0Lj,Churned,29-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0LK,Active,30-Sep-2021,,,1
Region C,Country 3,9/30/2021,0016R000036J0ll,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lM,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lq,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0lR,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0Lt,Churned,1-Oct-2021,,,1
Region C,Country 3,9/30/2021,0016R000036J0lv,Active,6-Oct-2021,,,0
Region D,Country 7,9/30/2021,0016R000036J0Ly,Active,5-Oct-2021,,,2
Region C,Country 3,9/30/2021,0016R000036J0m0,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0m5,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ma,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mA,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mB,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0Mc,Active,5-Oct-2021,,1/13/2022 5:00 AM,2
Region C,Country 3,9/30/2021,0016R000036J0me,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mF,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mj,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mK,Active,6-Oct-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0mo,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 16,9/30/2021,0016R000036J0mp,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 3,9/30/2021,0016R000036J0mP,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mt,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mU,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mV,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0my,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0mZ,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0n8,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nc,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nD,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nh,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nI,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nm,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nN,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nS,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nw,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0nX,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0o1,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0o6,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oa,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oB,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0of,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0og,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oG,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ok,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oL,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oM,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0op,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oQ,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0ou,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oV,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0oz,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0p4,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0p9,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pd,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pE,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pi,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pJ,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pn,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pO,Active,6-Oct-2021,,,0
Region D,Country 5,9/30/2021,0016R000036J0Pq,Active,6-Oct-2021,,,1
Region C,Country 3,9/30/2021,0016R000036J0ps,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pT,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pU,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0px,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0pY,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0q2,Active,6-Oct-2021,,,0
Region D,Country 30,9/30/2021,0016R000036J0Q6,Active,15-Oct-2021,,,1
Region C,Country 3,9/30/2021,0016R000036J0q7,Active,6-Oct-2021,,,0
Region C,Country 3,9/30/2021,0016R000036J0qC,Active,6-Oct-2021,,,0
Region D,Country 30,9/30/2021,0016R000036J0S1,Active,15-Oct-2021,,,
Region C,Country 16,9/30/2021,0016R000036J0t1,Active,30-Sep-2021,,1/15/2022 12:39 AM,2
Region C,Country 16,9/30/2021,0016R000036J0t6,Active,11-Oct-2021,,1/15/2022 2:53 AM,1
Region C,Country 16,9/30/2021,0016R000036J0t7,Active,11-Oct-2021,,1/15/2022 2:53 AM,1
Region C,Country 16,9/30/2021,0016R000036J0tf,Active,30-Sep-2021,,12/14/2021 4:56 AM,0
Region C,Country 16,9/30/2021,0016R000036J0tG,Active,5-Oct-2021,,1/13/2022 5:00 AM,3
Region B,Country 9,9/30/2021,0016R000036J0ui,Blocked,7-Oct-2021,,,2
Region A,Country 1,10/14/2021,0016R000036J0ux,Active,13-Oct-2021,,12/25/2021 4:15 PM,3
Region C,Country 16,9/30/2021,0016R000036J0v8,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vb,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vC,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vg,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vH,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vl,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vM,Active,30-Sep-2021,,,0
Region B,Country 9,10/12/2021,0016R000036J0Vo,Churned,15-Oct-2021,,,1
Region C,Country 16,9/30/2021,0016R000036J0vq,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vR,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vv,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0vW,Active,30-Sep-2021,,,0
Region C,Country 16,9/30/2021,0016R000036J0w0,Active,30-Sep-2021,,,2
Region C,Country 16,9/30/2021,0016R000036J0wa,Active,1-Oct-2021,,1/13/2022 3:49 PM,3
Region B,Country 2,11/25/2021,0016R000036J0wA,Active,2-Dec-2021,,12/2/2021 4:04 AM,2
Region C,Country 16,10/6/2021,0016R000036J0we,Active,8-Oct-2021,,1/13/2022 3:49 PM,3
Region C,Country 16,10/6/2021,0016R000036J0wF,Active,8-Oct-2021,,1/13/2022 3:49 PM,3
Region C,Country 16,10/6/2021,0016R000036J0wZ,Active,8-Oct-2021,,1/13/2022 3:49 PM,3
Region B,Country 9,9/30/2021,0016R000036J0Xb,Active,4-Oct-2021,,,3
Region C,Country 16,9/29/2021,0016R000036J0xc,Active,30-Sep-2021,,1/15/2022 4:01 AM,0
Region C,Country 16,9/29/2021,0016R000036J0xD,Active,30-Sep-2021,,1/15/2022 4:01 AM,0
Region C,Country 16,9/30/2021,0016R000036J0XG,Active,30-Sep-2021,,,0
Region C,Country 16,9/29/2021,0016R000036J0xh,Active,30-Sep-2021,,1/15/2022 4:01 AM,0
Region C,Country 16,9/29/2021,0016R000036J0xI,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/30/2021,0016R000036J0Xk,Active,30-Sep-2021,,,0
Region C,Country 16,9/29/2021,0016R000036J0xm,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/29/2021,0016R000036J0xN,Active,30-Sep-2021,,1/15/2022 4:01 AM,2
Region C,Country 16,9/29/2021,0016R000036J0xr,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/29/2021,0016R000036J0xS,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/30/2021,0016R000036J0XV,Active,30-Sep-2021,,1/14/2022 12:01 PM,5
Region C,Country 16,9/29/2021,0016R000036J0xw,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/29/2021,0016R000036J0xX,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region C,Country 16,9/29/2021,0016R000036J0y1,Active,30-Sep-2021,,1/15/2022 4:01 AM,1
Region A,Country 8,10/1/2021,0016R000036J0za,Churned,14-Oct-2021,,12/18/2021 8:36 PM,0
Region B,Country 10,10/4/2021,0016R000036J0Zt,Blocked,5-Oct-2021,,,2
Region A,Country 8,10/1/2021,0016R000036J0zu,Active,22-Oct-2021,,12/18/2021 8:36 PM,2
Region A,Country 8,10/1/2021,0016R000036J0zz,Churned,19-Oct-2021,,12/18/2021 8:36 PM,2
Region A,Country 21,10/1/2021,0016R000036J13k,Churned,13-Oct-2021,,,1
Region C,Country 16,9/30/2021,0016R000036J13u,Active,1-Oct-2021,,1/15/2022 1:26 AM,4
Region A,Country 21,10/1/2021,0016R000036J144,Active,24-Oct-2021,,,1
Region A,Country 1,10/1/2021,0016R000036J149,Churned,3-Oct-2021,,,4
Region A,Country 21,10/1/2021,0016R000036J14d,Active,13-Oct-2021,,,1
Region C,Country 16,9/30/2021,0016R000036J14O,Active,1-Oct-2021,,12/23/2021 1:57 AM,1
Region A,Country 21,10/1/2021,0016R000036J14T,Active,10-Nov-2021,,,1
Region C,Country 16,9/30/2021,0016R000036J14x,Active,1-Oct-2021,,12/23/2021 1:57 AM,1
Region C,Country 16,9/30/2021,0016R000036J14Y,Active,4-Oct-2021,,12/23/2021 1:57 AM,0
Region A,Country 1,10/1/2021,0016R000036J15H,Active,3-Oct-2021,,,
Region A,Country 8,10/5/2021,0016R000036J15v,Active,13-Oct-2021,,1/14/2022 9:27 PM,4
Region A,Country 13,10/1/2021,0016R000036J16q,Onboarding,,,,1
Region A,Country 1,10/1/2021,0016R000036J170,Active,1-Nov-2021,,,0
Region A,Country 1,10/1/2021,0016R000036J175,Active,10-Oct-2021,,12/22/2021 10:00 AM,2
Region A,Country 6,10/6/2021,0016R000036J1hP,Active,13-Oct-2021,,,3
Region D,Country 5,10/1/2021,0016R000036J1i8,Onboarding,,,,
Region D,Country 7,10/5/2021,0016R000036J1jf,Active,11-Oct-2021,,12/3/2021 5:05 AM,3
Region D,Country 24,10/22/2021,0016R000036J27b,Active,29-Oct-2021,,,3
Region D,Country 20,10/1/2021,0016R000036J27R,Active,13-Oct-2021,,,
Region D,Country 15,10/5/2021,0016R000036J28j,Active,8-Oct-2021,,,0
Region B,Country 9,10/1/2021,0016R000036J2jT,Active,1-Oct-2021,,,1
Region C,Country 16,10/4/2021,0016R000036J2kG,Active,5-Oct-2021,,1/1/2022 1:04 PM,5
Region D,Country 5,10/26/2021,0016R000036J2Ls,Active,2-Nov-2021,,1/12/2022 3:49 PM,0
Region D,Country 32,10/1/2021,0016R000036J2oh,Onboarding,,,12/14/2021 5:13 PM,1
Region A,Country 6,10/1/2021,0016R000036J2sy,Active,5-Oct-2021,,,3
Region B,Country 2,10/7/2021,0016R000036J2uz,Blocked,8-Oct-2021,,,0
Region C,Country 16,10/1/2021,0016R000036J2xA,Active,4-Oct-2021,,1/14/2022 3:17 AM,4
Region C,Country 16,10/13/2021,0016R000036J2ZM,Active,14-Oct-2021,,1/4/2022 9:14 PM,3
Region C,Country 16,10/11/2021,0016R000036J30Y,Active,11-Oct-2021,,,1
Region B,Country 2,10/7/2021,0016R000036J359,Churned,25-Oct-2021,,,0
Region D,Country 5,10/1/2021,0016R000036J388,Active,13-Oct-2021,,,2
Region C,Country 16,10/1/2021,0016R000036J39B,Active,4-Oct-2021,,,4
Region B,Country 9,10/1/2021,0016R000036J3FD,Blocked,4-Oct-2021,,,1
Region C,Country 16,10/1/2021,0016R000036J3Ga,Active,1-Oct-2021,,,1
Region C,Country 16,11/11/2021,0016R000036J3h3,Active,16-Nov-2021,,1/13/2022 6:24 AM,2
Region B,Country 9,10/6/2021,0016R000036J3hN,Active,7-Oct-2021,,,1
Region B,Country 2,10/13/2021,0016R000036J3HT,Churned,25-Oct-2021,,,0
Region C,Country 16,10/1/2021,0016R000036J3JF,Active,1-Oct-2021,,,1
Region B,Country 2,10/1/2021,0016R000036J3KI,Churned,5-Oct-2021,,,0
Region B,Country 2,10/1/2021,0016R000036J3MQ,Churned,6-Oct-2021,,,0
Region C,Country 16,12/7/2021,0016R000036J3oE,Active,8-Dec-2021,,1/14/2022 7:01 AM,2
Region B,Country 2,10/29/2021,0016R000036J3Ou,Active,3-Dec-2021,,,0
Region C,Country 16,10/5/2021,0016R000036J3pm,Active,6-Oct-2021,,12/29/2021 5:38 AM,5
Region C,Country 16,10/1/2021,0016R000036J3Rj,Active,22-Oct-2021,,12/14/2021 3:20 AM,2
Region B,Country 2,10/1/2021,0016R000036J3T1,Churned,7-Oct-2021,,,0
Region B,Country 9,10/2/2021,0016R000036J3Tq,Blocked,7-Oct-2021,,,0
Region C,Country 16,10/1/2021,0016R000036J3v5,Active,29-Oct-2021,,11/16/2021 2:03 AM,2
Region C,Country 16,10/1/2021,0016R000036J3vt,Active,21-Oct-2021,,1/15/2022 12:44 AM,4
Region C,Country 16,10/1/2021,0016R000036J3vU,Active,21-Oct-2021,,1/15/2022 12:44 AM,2
Region C,Country 16,10/1/2021,0016R000036J3wc,Active,14-Oct-2021,,1/14/2022 8:40 AM,1
Region C,Country 16,10/1/2021,0016R000036J3we,Churned,14-Oct-2021,,1/14/2022 8:40 AM,1
Region C,Country 16,10/1/2021,0016R000036J3xB,Active,14-Oct-2021,,1/14/2022 8:40 AM,1
Region C,Country 16,10/1/2021,0016R000036J3z6,Active,11-Oct-2021,,1/14/2022 6:35 PM,4
Region C,Country 3,10/1/2021,0016R000036J3ZE,Active,1-Oct-2021,,,1
Region A,Country 1,10/1/2021,0016R000036J43j,Active,3-Oct-2021,,1/2/2022 6:09 AM,2
Region C,Country 16,10/8/2021,0016R000036J43Z,Active,11-Oct-2021,,12/21/2021 3:00 AM,3
Region C,Country 16,10/1/2021,0016R000036J46v,Active,1-Oct-2021,,,0
Region C,Country 16,10/1/2021,0016R000036J46y,Active,5-Oct-2021,,1/15/2022 12:49 AM,1
Region C,Country 16,10/1/2021,0016R000036J4KU,Active,1-Oct-2021,,1/15/2022 1:25 AM,2
Region C,Country 16,10/1/2021,0016R000036J4KW,Active,5-Oct-2021,,1/15/2022 12:49 AM,1
Region C,Country 16,10/1/2021,0016R000036J4nd,Onboarding,,,,
Region C,Country 16,10/1/2021,0016R000036J4rG,Active,5-Oct-2021,,,1
Region C,Country 16,10/1/2021,0016R000036J4sY,Active,4-Oct-2021,,1/15/2022 12:47 AM,1
Region C,Country 16,10/1/2021,0016R000036J51a,Active,4-Oct-2021,,,1
Region C,Country 16,10/1/2021,0016R000036J51g,Active,4-Oct-2021,,,1
Region B,Country 9,10/2/2021,0016R000036J52n,Active,7-Oct-2021,,,2
Region D,Country 14,10/3/2021,0016R000036J5Wf,Active,12-Oct-2021,,,2
Region D,Country 11,10/3/2021,0016R000036J5Wk,Active,17-Oct-2021,,,1
Region D,Country 11,11/11/2021,0016R000036J5Wu,Active,29-Nov-2021,,11/29/2021 9:00 PM,2
Region D,Country 11,10/7/2021,0016R000036J5ZF,Active,17-Oct-2021,,,1
Region D,Country 11,10/23/2021,0016R000036J5Zj,Active,15-Nov-2021,,11/20/2021 7:24 PM,2
Region D,Country 11,11/4/2021,0016R000036J62R,Active,6-Dec-2021,,1/3/2022 11:20 PM,2
Region D,Country 14,10/21/2021,0016R000036J6a2,Churned,26-Oct-2021,,12/26/2021 8:25 PM,1
Region D,Country 11,10/24/2021,0016R000036J6Cc,Onboarding,,,1/14/2022 7:22 PM,2
Region C,Country 16,10/2/2021,0016R000036J6GJ,Active,4-Oct-2021,,,1
Region D,Country 11,12/28/2021,0016R000036J6GY,Active,6-Jan-2022,,1/9/2022 7:06 PM,2
Region C,Country 16,10/4/2021,0016R000036J6Lf,Active,6-Oct-2021,,1/14/2022 8:05 AM,3
Region D,Country 11,10/5/2021,0016R000036J6ND,Churned,17-Oct-2021,,,1
Region C,Country 16,10/2/2021,0016R000036J6Oa,Active,5-Oct-2021,,11/18/2021 7:29 AM,2
Region C,Country 16,10/2/2021,0016R000036J6OB,Active,4-Oct-2021,,,1
Region C,Country 16,10/2/2021,0016R000036J6Ou,Active,4-Oct-2021,,1/15/2022 12:40 AM,1
Region C,Country 16,10/2/2021,0016R000036J6OV,Active,4-Oct-2021,,1/15/2022 12:44 AM,1
Region A,Country 13,10/3/2021,0016R000036J6ut,Onboarding,,,,
Region D,Country 11,10/4/2021,0016R000036J6uy,Churned,13-Oct-2021,,,4
Region A,Country 6,10/3/2021,0016R000036J6V1,Active,12-Oct-2021,,1/13/2022 2:25 PM,2
Region D,Country 11,10/5/2021,0016R000036J6v8,Active,17-Oct-2021,,,3
Region A,Country 6,10/3/2021,0016R000036J6Va,Active,13-Oct-2021,,,3
Region D,Country 11,10/3/2021,0016R000036J6vc,Active,17-Oct-2021,,11/23/2021 5:40 PM,3
Region A,Country 6,10/3/2021,0016R000036J6VQ,Active,7-Oct-2021,,1/14/2022 12:21 AM,3
Region D,Country 11,10/3/2021,0016R000036J6wu,Active,17-Oct-2021,,11/23/2021 5:40 PM,2
Region A,Country 1,10/3/2021,0016R000036J6Xa,Active,3-Oct-2021,,,
Region A,Country 1,10/3/2021,0016R000036J6Xp,Active,3-Oct-2021,,,4
Region A,Country 1,10/3/2021,0016R000036J6Xu,Active,3-Oct-2021,,,
Region D,Country 14,10/3/2021,0016R000036J6ZT,Active,12-Oct-2021,,,2
Region D,Country 11,10/3/2021,0016R000036J70w,Active,17-Oct-2021,,11/23/2021 5:40 PM,3
Region D,Country 11,10/3/2021,0016R000036J71V,Active,12-Oct-2021,,11/22/2021 6:31 PM,2
Region D,Country 11,10/4/2021,0016R000036J7Fr,Active,17-Oct-2021,,11/18/2021 12:41 AM,1
Region D,Country 14,10/13/2021,0016R000036J7Fw,Onboarding,,,,
Region A,Country 6,10/3/2021,0016R000036J7JC,Churned,5-Oct-2021,,,3
Region B,Country 17,10/5/2021,0016R000036J7JM,Active,6-Oct-2021,,11/18/2021 6:29 AM,0
Region B,Country 17,10/5/2021,0016R000036J7Jv,Active,6-Oct-2021,,11/18/2021 6:29 AM,2
Region A,Country 23,9/30/2021,0016R000036J7L3,Active,23-Nov-2021,,11/26/2021 11:24 PM,2
Region A,Country 23,9/30/2021,0016R000036J7NQ,Onboarding,,,,
Region A,Country 1,10/4/2021,0016R000036J7Nu,Active,6-Oct-2021,,1/14/2022 11:05 PM,4
Region A,Country 6,10/4/2021,0016R000036J7Os,Active,8-Oct-2021,,,3
Region A,Country 6,10/6/2021,0016R000036J7Ot,Churned,12-Oct-2021,,,2
Region A,Country 6,10/3/2021,0016R000036J7Ox,Churned,5-Oct-2021,,1/5/2022 11:51 AM,0
Region A,Country 6,10/3/2021,0016R000036J7P7,Active,8-Oct-2021,,1/2/2022 3:09 PM,3
Region A,Country 6,10/4/2021,0016R000036J7Sb,Active,8-Oct-2021,,1/11/2022 7:17 PM,5
Region D,Country 5,10/4/2021,0016R000036J7sd,Churned,,,1/6/2022 6:37 PM,0
Region A,Country 12,10/4/2021,0016R000036J7Sg,Dead Opportunity,,,,
Region A,Country 1,10/3/2021,0016R000036J7SR,Churned,,,,1
Region D,Country 5,10/4/2021,0016R000036J7ss,Churned,,,1/6/2022 6:37 PM,0
Region D,Country 5,10/4/2021,0016R000036J7st,Churned,,,1/6/2022 6:37 PM,0
Region A,Country 13,10/7/2021,0016R000036J7Sv,Active,27-Oct-2021,,,1
Region A,Country 6,10/4/2021,0016R000036J7SW,Churned,,,,1
Region D,Country 24,10/7/2021,0016R000036J7sx,Active,19-Oct-2021,,1/11/2022 8:04 PM,4
Region D,Country 5,10/4/2021,0016R000036J7tC,Churned,,,1/6/2022 6:37 PM,0
Region D,Country 29,10/4/2021,0016R000036J7Tg,Churned,22-Nov-2021,,,1
Region D,Country 5,10/4/2021,0016R000036J7tg,Churned,,,1/6/2022 6:37 PM,0
Region A,Country 6,10/4/2021,0016R000036J7TW,Active,14-Oct-2021,,1/10/2022 10:07 PM,4
Region A,Country 12,10/4/2021,0016R000036J7U0,Active,22-Oct-2021,,,0
Region A,Country 12,10/4/2021,0016R000036J7U5,Active,22-Oct-2021,,,0
Region A,Country 12,10/4/2021,0016R000036J7UA,Active,22-Oct-2021,,,0
Region A,Country 12,10/4/2021,0016R000036J7UC,Active,22-Oct-2021,,,0
Region A,Country 12,10/4/2021,0016R000036J7Uj,Active,25-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7uK,Active,17-Oct-2021,,,1
Region A,Country 12,10/4/2021,0016R000036J7UK,Active,22-Oct-2021,,,0
Region A,Country 12,10/4/2021,0016R000036J7UP,Active,22-Oct-2021,,,0
Region D,Country 11,10/4/2021,0016R000036J7uy,Active,17-Oct-2021,,,2
Region D,Country 20,10/4/2021,0016R000036J7V3,Active,15-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7v8,Active,17-Oct-2021,,,1
Region D,Country 11,10/4/2021,0016R000036J7vD,Active,17-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7vr,Churned,17-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7vS,Active,17-Oct-2021,,,2
Region D,Country 20,10/5/2021,0016R000036J7VS,Active,15-Oct-2021,,,3
Region D,Country 5,10/4/2021,0016R000036J7Vw,Active,6-Oct-2021,,,
Region D,Country 11,10/4/2021,0016R000036J7vX,Active,17-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7vY,Active,17-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7W6,Active,3-Nov-2021,,1/11/2022 2:46 AM,3
Region D,Country 11,10/31/2021,0016R000036J7wf,Active,7-Nov-2021,,11/17/2021 9:26 PM,3
Region A,Country 6,10/4/2021,0016R000036J7WG,Churned,7-Oct-2021,,,1
Region D,Country 5,10/4/2021,0016R000036J7Wk,Churned,,,1/6/2022 6:37 PM,0
Region A,Country 23,9/30/2021,0016R000036J7WQ,Onboarding,,,,
Region A,Country 23,9/30/2021,0016R000036J7WR,Onboarding,,,,
Region A,Country 23,9/30/2021,0016R000036J7WS,Onboarding,,,,
Region A,Country 23,9/30/2021,0016R000036J7WV,Onboarding,,,,
Region D,Country 15,10/1/2021,0016R000036J7Wz,Active,7-Oct-2021,,,1
Region D,Country 5,10/4/2021,0016R000036J7XO,Onboarding,,,,
Region D,Country 30,10/6/2021,0016R000036J7xt,Active,14-Oct-2021,,,2
Region D,Country 11,10/4/2021,0016R000036J7yb,Active,12-Oct-2021,,,
Region A,Country 6,10/4/2021,0016R000036J7zt,Active,7-Oct-2021,,1/14/2022 12:53 PM,4
Region A,Country 6,10/4/2021,0016R000036J816,Churned,8-Oct-2021,,11/25/2021 12:05 AM,3
Region D,Country 15,10/29/2021,0016R000036J88g,Active,3-Nov-2021,,12/2/2021 11:45 PM,0
Region C,Country 16,10/4/2021,0016R000036J8Ai,Active,27-Oct-2021,,1/15/2022 4:14 AM,3
Region B,Country 9,10/5/2021,0016R000036J8D2,Churned,,,,
Region B,Country 2,10/5/2021,0016R000036J8dg,Churned,7-Oct-2021,,,1
