Region,Country,First Closed Won Opp Date,Account ID,CSM Status Stage,Activation Date,Highest Product,Last Product usage date,# delivery partners
Region C,Country 16,12/3/2021,0016R0000376x5Z,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x63,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x68,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6c,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6h,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6I,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x6m,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x6N,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x6O,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x6r,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6s,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6S,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x6w,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x6X,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x71,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x76,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x77,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7a,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x7B,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region B,Country 9,11/26/2021,0016R0000376X7E,Onboarding,,,,1
Region C,Country 16,12/3/2021,0016R0000376x7f,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7g,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x7G,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7H,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7k,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7L,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7p,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7Q,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x7u,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7V,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x7W,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x7z,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x80,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x84,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x89,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8A,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8d,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8e,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8E,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region B,Country 18,11/27/2021,0016R0000376X8g,Active,31-Dec-2021,,1/12/2022 4:24 AM,3
Region C,Country 16,12/3/2021,0016R0000376x8i,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8J,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8K,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8n,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8O,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8s,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8T,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8t,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x8U,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8x,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8Y,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x8y,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x92,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x97,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x98,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9b,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9C,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9g,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9h,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9H,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x9l,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x9M,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376x9q,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x9R,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x9v,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376x9W,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xA0,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xA1,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xA5,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xAA,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAe,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xAF,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAf,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAG,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAj,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAK,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAL,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAM,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAo,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAP,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAt,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAu,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xAU,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,11/25/2021,0016R0000376XAX,Active,29-Nov-2021,,11/29/2021 7:52 AM,0
Region C,Country 16,12/3/2021,0016R0000376xAy,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xAZ,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xB3,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xB8,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xBc,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBE,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,11/25/2021,0016R0000376XBf,Active,30-Nov-2021,,1/10/2022 11:50 PM,1
Region C,Country 16,12/3/2021,0016R0000376xBh,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xBI,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBJ,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBm,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBN,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBr,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xBS,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xBw,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xBX,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xC1,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 8,11/29/2021,0016R0000376Xc3,Active,13-Dec-2021,,12/27/2021 5:46 PM,2
Region C,Country 16,12/3/2021,0016R0000376xC6,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 8,11/26/2021,0016R0000376Xc8,Active,7-Dec-2021,,,2
Region C,Country 16,12/3/2021,0016R0000376xCB,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xCf,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xCG,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 1,11/26/2021,0016R0000376Xch,Active,28-Nov-2021,,,1
Region C,Country 3,11/25/2021,0016R0000376XCi,Active,28-Nov-2021,,,1
Region C,Country 3,11/25/2021,0016R0000376XCj,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xCk,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XCk,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xCL,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 1,11/25/2021,0016R0000376XcN,Onboarding,,,,0
Region C,Country 16,12/3/2021,0016R0000376xCp,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xCQ,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 1,12/3/2021,0016R0000376Xcr,Active,5-Dec-2021,,,
Region C,Country 16,12/3/2021,0016R0000376xCR,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 1,11/25/2021,0016R0000376XcS,Active,19-Dec-2021,,12/11/2021 2:48 PM,3
Region C,Country 16,12/3/2021,0016R0000376xCu,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xCV,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xCz,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xd1,Active,3-Jan-2022,,,1
Region C,Country 3,11/25/2021,0016R0000376XD2,Active,28-Nov-2021,,,1
Region C,Country 3,11/25/2021,0016R0000376XD3,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xD4,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XD4,Active,28-Nov-2021,,,1
Region A,Country 21,11/26/2021,0016R0000376Xd6,Paused,,,,1
Region C,Country 16,12/3/2021,0016R0000376xD9,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 6,11/29/2021,0016R0000376XdB,Active,5-Jan-2022,,,3
Region C,Country 16,12/3/2021,0016R0000376xDd,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xDE,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xDF,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376XdG,Active,7-Jan-2022,,,1
Region C,Country 16,12/3/2021,0016R0000376xDi,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 21,11/26/2021,0016R0000376XdI,Active,4-Jan-2022,,,1
Region C,Country 16,12/3/2021,0016R0000376xDJ,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 21,11/26/2021,0016R0000376XdL,Active,21-Dec-2021,,,1
Region C,Country 3,11/25/2021,0016R0000376XDM,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xDn,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XDN,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xDO,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XDO,Active,28-Nov-2021,,11/30/2021 1:01 AM,1
Region C,Country 3,11/25/2021,0016R0000376XDR,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xDs,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XDS,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xDT,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XDT,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xDx,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xDY,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xE2,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xE7,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xe7,Paused,,,,
Region C,Country 16,12/3/2021,0016R0000376xEb,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 8,11/26/2021,0016R0000376Xeb,Active,2-Dec-2021,,12/2/2021 8:43 PM,3
Region C,Country 16,12/3/2021,0016R0000376xEC,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 21,11/26/2021,0016R0000376XeC,Active,3-Jan-2022,,,1
Region C,Country 3,11/25/2021,0016R0000376XEe,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xEg,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 21,11/26/2021,0016R0000376Xeg,Paused,,,,
Region C,Country 16,12/3/2021,0016R0000376xEH,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xEh,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 8,11/26/2021,0016R0000376XeH,Active,8-Dec-2021,,12/7/2021 1:48 PM,1
Region C,Country 3,11/25/2021,0016R0000376XEK,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xEl,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XEL,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xEM,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 6,11/29/2021,0016R0000376Xem,Active,6-Dec-2021,,12/5/2021 4:00 PM,3
Region A,Country 8,12/1/2021,0016R0000376XeM,Active,8-Dec-2021,,12/7/2021 3:49 PM,3
Region A,Country 21,11/26/2021,0016R0000376XeO,Onboarding,,,,
Region C,Country 3,11/25/2021,0016R0000376XEo,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xEq,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xER,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xEv,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 7,11/26/2021,0016R0000376Xev,Active,20-Dec-2021,,,2
Region C,Country 16,12/3/2021,0016R0000376xEW,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376XeW,Paused,,,,
Region A,Country 21,11/26/2021,0016R0000376XeY,Paused,,,,
Region A,Country 13,11/26/2021,0016R0000376Xf0,Active,2-Dec-2021,,12/11/2021 10:37 PM,2
Region C,Country 16,12/3/2021,0016R0000376xF0,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xF1,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xF5,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xFA,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xFB,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 7,11/26/2021,0016R0000376XfB,Active,1-Dec-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xFC,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xfd,Paused,,,,
Region C,Country 16,12/3/2021,0016R0000376xFe,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xFF,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XFh,Active,28-Nov-2021,,,1
Region C,Country 3,11/25/2021,0016R0000376XFI,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xFj,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 3,11/25/2021,0016R0000376XFj,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xFK,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xFo,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 21,11/26/2021,0016R0000376Xfo,Onboarding,,,,1
Region C,Country 16,12/3/2021,0016R0000376xFP,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xfq,Onboarding,,,,1
Region C,Country 3,11/25/2021,0016R0000376XFr,Active,28-Nov-2021,,,1
Region A,Country 21,11/26/2021,0016R0000376Xfs,Active,7-Jan-2022,,,1
Region C,Country 3,11/25/2021,0016R0000376XFs,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xFt,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xft,Active,3-Jan-2022,,,1
Region C,Country 16,12/3/2021,0016R0000376xFU,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region D,Country 20,11/26/2021,0016R0000376XfU,Active,11-Jan-2022,,,2
Region C,Country 16,12/3/2021,0016R0000376xFy,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xFZ,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376XfZ,Active,3-Jan-2022,,,1
Region C,Country 16,12/3/2021,0016R0000376xG3,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376Xg3,Onboarding,,,,1
Region C,Country 16,12/3/2021,0016R0000376xG8,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 8,11/26/2021,0016R0000376Xg8,Active,22-Dec-2021,,1/8/2022 11:37 PM,2
Region C,Country 16,12/3/2021,0016R0000376xGc,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xGD,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 3,11/25/2021,0016R0000376XGf,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xGh,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region A,Country 8,11/26/2021,0016R0000376Xgh,Active,8-Dec-2021,,12/23/2021 11:05 AM,1
Region C,Country 16,12/3/2021,0016R0000376xGI,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 21,11/26/2021,0016R0000376XgI,Active,3-Jan-2022,,,1
Region A,Country 21,11/26/2021,0016R0000376XgK,Paused,,,,
Region C,Country 3,11/25/2021,0016R0000376XGL,Active,28-Nov-2021,,,1
Region C,Country 16,12/3/2021,0016R0000376xGm,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xGN,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xGr,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 20,11/26/2021,0016R0000376Xgr,Active,14-Jan-2022,,,1
Region C,Country 16,12/3/2021,0016R0000376xGS,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xGw,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xGX,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xH6,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xHB,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region D,Country 20,11/26/2021,0016R0000376XhB,Active,24-Dec-2021,,,2
Region C,Country 16,12/3/2021,0016R0000376xHf,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region A,Country 34,11/29/2021,0016R0000376Xhf,Onboarding,,,,
Region C,Country 16,12/3/2021,0016R0000376xHG,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHH,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHk,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHl,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHL,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHp,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xHQ,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 3,12/3/2021,0016R0000376xHR,Onboarding,,,1/14/2022 9:26 AM,0
Region D,Country 15,11/30/2021,0016R0000376Xhu,Onboarding,,,,
Region C,Country 16,12/3/2021,0016R0000376xHu,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 15,11/26/2021,0016R0000376XhV,Onboarding,,,,0
Region C,Country 16,12/3/2021,0016R0000376xHV,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xHz,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xI4,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xI9,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xId,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xIE,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 15,11/27/2021,0016R0000376XiJ,Active,14-Dec-2021,,1/12/2022 6:50 PM,4
Region C,Country 16,12/3/2021,0016R0000376xIJ,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region C,Country 16,12/3/2021,0016R0000376xIO,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region C,Country 16,12/3/2021,0016R0000376xIs,Active,6-Dec-2021,,1/14/2022 3:08 AM,2
Region D,Country 20,11/26/2021,0016R0000376XiT,Active,24-Dec-2021,,,2
Region B,Country 9,12/6/2021,0016R0000376xIT,Active,9-Dec-2021,,1/14/2022 12:16 AM,4
Region C,Country 16,12/3/2021,0016R0000376xIY,Active,6-Dec-2021,,1/14/2022 3:08 AM,1
Region D,Country 7,11/26/2021,0016R0000376Xiz,Active,20-Dec-2021,,1/9/2022 6:38 PM,2
Region C,Country 3,12/3/2021,0016R0000376xJ8,Active,7-Dec-2021,,1/15/2022 12:11 AM,3
Region D,Country 20,11/26/2021,0016R0000376XjE,Onboarding,,,12/26/2021 6:22 PM,
Region D,Country 31,11/26/2021,0016R0000376Xjn,Onboarding,,,,1
Region C,Country 3,12/3/2021,0016R0000376xKt,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/6/2021,0016R0000376xKy,Active,10-Dec-2021,,1/11/2022 12:01 AM,2
Region C,Country 3,12/3/2021,0016R0000376xL3,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xL8,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xLc,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xLD,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xLh,Onboarding,,,1/14/2022 9:26 AM,0
Region C,Country 3,12/3/2021,0016R0000376xLI,Onboarding,,,1/14/2022 9:26 AM,0
